id,prices.amountMax,prices.availability,prices.condition,prices.isSale,prices.merchant,brand,dateAdded,primaryCategories,weight,,,,,
AVpfzq-I1cnluZ0-rpaL,49.99,Yes,New,FALSE,Bestbuy.com,Leef,2016-11-04T03:09:16Z,Electronics,1.4 ounces,,,,,
AVpfzq-I1cnluZ0-rpaL,29.46,Out Of Stock,New,FALSE,Walmart.com,Leef,2016-11-04T03:09:16Z,Electronics,1.4 ounces,,,,,
AVpfzq-I1cnluZ0-rpaL,29.99,Yes,New,FALSE,Bestbuy.com,Leef,2016-11-04T03:09:16Z,Electronics,1.4 ounces,,,,,
AVpfzq-I1cnluZ0-rpaL,24.99,Yes,New,FALSE,Bestbuy.com,Leef,2016-11-04T03:09:16Z,Electronics,1.4 ounces,,,,,
AVpfzq-I1cnluZ0-rpaL,41.99,Yes,New,FALSE,Bestbuy.com,Leef,2016-11-04T03:09:16Z,Electronics,1.4 ounces,,,,,
AWOmw9PhHh53nbDRKld5,48.95,yes,Manufacturer refurbished,FALSE,superdealunlimited,Razer,2018-05-28T12:27:48Z,Electronics,2.09 ounces,,,,,
AWOmw9PhHh53nbDRKld5,59.99,TRUE,new,FALSE,Bestbuy.com,Razer,2018-05-28T12:27:48Z,Electronics,2.09 ounces,,,,,
AWOmw9PhHh53nbDRKld5,48.99,yes,Manufacturer refurbished,FALSE,geekdeal,Razer,2018-05-28T12:27:48Z,Electronics,2.09 ounces,,,,,
AWOmw9PhHh53nbDRKld5,58.99,TRUE,new,TRUE,Bestbuy.com,Razer,2018-05-28T12:27:48Z,Electronics,2.09 ounces,,,,,
AWOmw9PhHh53nbDRKld5,49.99,yes,Manufacturer refurbished,FALSE,superdealunlimited,Razer,2018-05-28T12:27:48Z,Electronics,2.09 ounces,,,,,
AWOmw9PhHh53nbDRKld5,58.99,yes,New,FALSE,Best Buy,Razer,2018-05-28T12:27:48Z,Electronics,2.09 ounces,,,,,
AVqVHD82v8e3D1O-ldKQ,599.99,TRUE,new,FALSE,Bestbuy.com,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,598,More on the Way,New,FALSE,bhphotovideo.com,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,598,yes,New,FALSE,Adorama,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,599.99,Yes,New,FALSE,Bestbuy.com,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,598,yes,New,FALSE,kenmorecamera,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,598,In Stock,New,FALSE,Focus Camera,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,549.99,TRUE,new,TRUE,Bestbuy.com,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,548,In Stock,New,FALSE,District Camera,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AVqVHD82v8e3D1O-ldKQ,548,More on the Way,New,TRUE,bhphotovideo.com,Sony,2017-03-03T16:59:00Z,Electronics,1.19 lbs                                                                                                1.19 pounds,,,,,
AV2ZpUa5GV-KLJ3al15t,69.99,Yes,New,FALSE,Bestbuy.com,Logitech,2017-07-31T17:15:31Z,Electronics,2 pounds,,,,,
AV2ZpUa5GV-KLJ3al15t,49.99,Yes,New,FALSE,Bestbuy.com,Logitech,2017-07-31T17:15:31Z,Electronics,2 pounds,,,,,
AV2ZpUa5GV-KLJ3al15t,49.99,TRUE,new,FALSE,Bestbuy.com,Logitech,2017-07-31T17:15:31Z,Electronics,2 pounds,,,,,
AVphmbil1cnluZ0-EUEQ,69.99,TRUE,new,FALSE,Bestbuy.com,kate spade new york,2015-11-16T11:40:12Z,Electronics,1.18 ounces,,,,,
AVphmbil1cnluZ0-EUEQ,69.99,Yes,New,FALSE,Bestbuy.com,kate spade new york,2015-11-16T11:40:12Z,Electronics,1.18 ounces,,,,,
AVphmbil1cnluZ0-EUEQ,58.99,Yes,New,TRUE,Bestbuy.com,kate spade new york,2015-11-16T11:40:12Z,Electronics,1.18 ounces,,,,,
AVphmbil1cnluZ0-EUEQ,44.99,Yes,New,TRUE,Bestbuy.com,kate spade new york,2015-11-16T11:40:12Z,Electronics,1.18 ounces,,,,,
AVphmbil1cnluZ0-EUEQ,52.49,Yes,New,FALSE,Bestbuy.com,kate spade new york,2015-11-16T11:40:12Z,Electronics,1.18 ounces,,,,,
AVphmbil1cnluZ0-EUEQ,55.99,Yes,New,TRUE,Bestbuy.com,kate spade new york,2015-11-16T11:40:12Z,Electronics,1.18 ounces,,,,,
AVqVGaYQQMlgsOJE6eVH,1679.99,Yes,New,TRUE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,1889.99,Yes,New,TRUE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,2099.99,TRUE,new,FALSE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,2099.99,Yes,New,FALSE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,1952.99,Yes,New,TRUE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,1999.99,In Stock,New,FALSE,DemProductSales,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,1,Yes,New,TRUE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,1999.99,TRUE,new,TRUE,Bestbuy.com,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVqVGaYQQMlgsOJE6eVH,1269.99,yes,Manufacturer refurbished,FALSE,sellular_deals,Razer,2017-03-03T16:56:10Z,Electronics,4.16 pounds,,,,,
AVpg9Nkk1cnluZ0-8ch9,249.98,Yes,New,FALSE,Bestbuy.com,V-MODA,2015-09-11T00:54:17Z,Electronics,10 oz,,,,,
AVpg9Nkk1cnluZ0-8ch9,299.99,Yes,New,FALSE,Bestbuy.com,V-MODA,2015-09-11T00:54:17Z,Electronics,10 oz,,,,,
AVpg9Nkk1cnluZ0-8ch9,249.98,TRUE,new,FALSE,Bestbuy.com,V-MODA,2015-09-11T00:54:17Z,Electronics,10 oz,,,,,
AVpg9Nkk1cnluZ0-8ch9,270,In Stock,New,TRUE,Sam Ash Music Direct,V-MODA,2015-09-11T00:54:17Z,Electronics,10 oz,,,,,
AVpg9Nkk1cnluZ0-8ch9,249.99,In Stock,New,FALSE,bhphotovideo.com,V-MODA,2015-09-11T00:54:17Z,Electronics,10 oz,,,,,
AVpg9Nkk1cnluZ0-8ch9,299.98,Yes,New,FALSE,Bestbuy.com,V-MODA,2015-09-11T00:54:17Z,Electronics,10 oz,,,,,
AVpgAlKY1cnluZ0-u9em,45,yes,Used,FALSE,kcla1026,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,138.99,TRUE,new,TRUE,Bestbuy.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,159.95,Special Order,New,FALSE,bhphotovideo.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,167.95,More on the Way,New,FALSE,bhphotovideo.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,119.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,147.99,TRUE,new,FALSE,Bestbuy.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,124,In Stock,New,FALSE,bhphotovideo.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AVpgAlKY1cnluZ0-u9em,169,In Stock,New,FALSE,bhphotovideo.com,CORSAIR,2015-12-02T10:56:53Z,Electronics,0.16 ounces,,,,,
AV1YFGgCglJLPUi8IGRI,166.95,In Stock,New,FALSE,Audiosavings,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV1YFGgCglJLPUi8IGRI,209.99,Yes,New,FALSE,Bestbuy.com,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV1YFGgCglJLPUi8IGRI,178.28,In Stock,New,FALSE,AMI Ventures Inc,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV1YFGgCglJLPUi8IGRI,159,yes,New,FALSE,autosounds4less,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV1YFGgCglJLPUi8IGRI,172.85,In Stock,New,FALSE,Hotelectronics,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV1YFGgCglJLPUi8IGRI,156.5,In Stock,New,FALSE,ONE STOP SHOP,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV1YFGgCglJLPUi8IGRI,158.99,In Stock,New,FALSE,Hotelectronics,Alpine,2017-07-18T23:41:58Z,Electronics,3.31 pounds,,,,,
AV161e3vglJLPUi8PSYO,1409.99,Yes,New,TRUE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1499.99,Yes,New,FALSE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1569,In Stock,New,FALSE,bhphotovideo.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1599.99,TRUE,new,FALSE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1519.99,Yes,New,FALSE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1599.99,Yes,New,FALSE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1449,In Stock,New,FALSE,bhphotovideo.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1428.99,Yes,New,TRUE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV161e3vglJLPUi8PSYO,1503.99,Yes,New,TRUE,Bestbuy.com,Apple,2017-07-25T17:40:26Z,Electronics,2.03 lb,,,,,
AV01UxMTglJLPUi8Hmm4,149.72,In Stock,New,FALSE,Electronic Express,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,149.99,Yes,New,TRUE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,114.99,Yes,New,TRUE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,105.99,Yes,New,TRUE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,120.99,Yes,New,TRUE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,152.25,In Stock,New,FALSE,DealClock,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,169.99,yes,New,FALSE,Best Buy,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,179,In Stock,New,TRUE,Walmart.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,129.99,Yes,New,FALSE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,169.99,TRUE,new,FALSE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,179,In Stock,New,FALSE,Walmart.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,119.99,Yes,New,FALSE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,108.99,Yes,New,TRUE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,129.99,TRUE,new,TRUE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,179,In Stock,New,TRUE,Walmart.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,129.95,In Stock,New,FALSE,Electronic Express,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,159.99,In Stock,New,FALSE,Beach Camera,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,169.99,Yes,New,FALSE,Bestbuy.com,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV01UxMTglJLPUi8Hmm4,299.99,yes,New,FALSE,dealonline18,LG,2017-07-12T05:43:42Z,Electronics,11 pounds,,,,,
AV1YDL4H-jtxr-f31Mno,148.5,sold,New,FALSE,anilpundge,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,74.99,yes,New,FALSE,nitzafriedma_0,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,82.95,In Stock,New,FALSE,bhphotovideo.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,89.99,yes,New,FALSE,Newegg,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,83.99,Yes,New,FALSE,Bestbuy.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,69.95,yes,New other (see details),FALSE,geniesoutlets,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,89.99,In Stock,New,FALSE,bhphotovideo.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,99.99,In Stock,New,TRUE,Walmart.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,89.99,Yes,New,FALSE,Bestbuy.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,82.99,Yes,New,FALSE,Bestbuy.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,89.99,yes,New,FALSE,Best Buy,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,99.99,yes,New,FALSE,chrisdamron148,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,89.99,TRUE,new,FALSE,Bestbuy.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,92.39,In Stock,New,FALSE,antonline.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,99.99,In Stock,New,FALSE,Walmart.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,99.99,In Stock,New,TRUE,antonline.com,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AV1YDL4H-jtxr-f31Mno,98.99,yes,New,FALSE,kvarley0816,Seagate,2017-07-18T23:33:36Z,Electronics,4.75 ounces                                                                                      4.8 ounces,,,,,
AVzNkGvxGV-KLJ3aarCv,329.99,Yes,New,FALSE,Bestbuy.com,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVzNkGvxGV-KLJ3aarCv,269.99,Yes,New,FALSE,Bestbuy.com,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVzNkGvxGV-KLJ3aarCv,339.99,TRUE,new,FALSE,Bestbuy.com,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVzNkGvxGV-KLJ3aarCv,1799.87,yes,New,FALSE,mikromarc,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVzNkGvxGV-KLJ3aarCv,380,sold,New,FALSE,salherman,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVzNkGvxGV-KLJ3aarCv,319.99,TRUE,new,TRUE,Bestbuy.com,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVzNkGvxGV-KLJ3aarCv,349.99,Yes,New,FALSE,Bestbuy.com,XFX,2017-06-22T02:10:13Z,Electronics,2.7 pounds,,,,,
AVz5wcrn-jtxr-f30F69,549.98,Yes,New,FALSE,Bestbuy.com,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AVz5wcrn-jtxr-f30F69,352.99,yes,New other (see details),FALSE,best_buy,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AVz5wcrn-jtxr-f30F69,494.99,Yes,New,TRUE,Bestbuy.com,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AVz5wcrn-jtxr-f30F69,329.98,TRUE,new,TRUE,Bestbuy.com,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AVz5wcrn-jtxr-f30F69,549.95,In Stock,New,FALSE,bhphotovideo.com,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AVz5wcrn-jtxr-f30F69,549.98,TRUE,new,FALSE,Bestbuy.com,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AVz5wcrn-jtxr-f30F69,439.99,Yes,New,TRUE,Bestbuy.com,Yamaha,2017-06-30T16:07:26Z,Electronics,18.3 pounds,,,,,
AWLI-DTQYSSHbkXwzTxw,99.99,TRUE,new,FALSE,Bestbuy.com,Insignia,2018-04-15T10:02:33Z,Electronics,30 pounds,,,,,
AWOpMDbqYSSHbkXw06lc,51.99,TRUE,new,FALSE,Bestbuy.com,StarTech,2018-05-28T23:46:48Z,Electronics,0.163 pounds,,,,,
AWOpMDbqYSSHbkXw06lc,38.99,TRUE,new,TRUE,Bestbuy.com,StarTech,2018-05-28T23:46:48Z,Electronics,0.163 pounds,,,,,
AVpfFAfQilAPnD_xUdv6,599.95,In Stock,New,FALSE,AV Toy Store,Epson,2015-12-03T01:30:31Z,Electronics,5.29 lbs,,,,,
AVpfFAfQilAPnD_xUdv6,499.99,Yes,New,FALSE,Bestbuy.com,Epson,2015-12-03T01:30:31Z,Electronics,5.29 lbs,,,,,
AVpfFAfQilAPnD_xUdv6,449.99,Yes,New,FALSE,Bestbuy.com,Epson,2015-12-03T01:30:31Z,Electronics,5.29 lbs,,,,,
AVpfFAfQilAPnD_xUdv6,549.99,Yes,New,FALSE,Bestbuy.com,Epson,2015-12-03T01:30:31Z,Electronics,5.29 lbs,,,,,
AVpfFAfQilAPnD_xUdv6,549.99,Out Of Stock,New,FALSE,Walmart.com,Epson,2015-12-03T01:30:31Z,Electronics,5.29 lbs,,,,,
AVphqMhzilAPnD_x74hF,128.78,In Stock,New,FALSE,Walmart.com,ECOXGEAR,2017-01-06T13:02:52Z,Electronics,2.4 pounds,,,,,
AVphqMhzilAPnD_x74hF,149.99,Yes,New,FALSE,Bestbuy.com,ECOXGEAR,2017-01-06T13:02:52Z,Electronics,2.4 pounds,,,,,
AVphqMhzilAPnD_x74hF,124.09,In Stock,New,FALSE,AASKUS,ECOXGEAR,2017-01-06T13:02:52Z,Electronics,2.4 pounds,,,,,
AVpfgTSGLJeJML43-Yy5,189.99,Yes,New,FALSE,Bestbuy.com,Kanto,2015-09-10T21:44:13Z,Electronics,11.7 pounds,,,,,
AVpfgTSGLJeJML43-Yy5,239.99,In Stock,New,FALSE,bhphotovideo.com,Kanto,2015-09-10T21:44:13Z,Electronics,11.7 pounds,,,,,
AVpfgTSGLJeJML43-Yy5,239.99,In Stock,New,FALSE,Walmart.com,Kanto,2015-09-10T21:44:13Z,Electronics,11.7 pounds,,,,,
AVpfgTSGLJeJML43-Yy5,239.99,Yes,New,FALSE,Bestbuy.com,Kanto,2015-09-10T21:44:13Z,Electronics,11.7 pounds,,,,,
AVpfgTSGLJeJML43-Yy5,189.99,In Stock,New,TRUE,bhphotovideo.com,Kanto,2015-09-10T21:44:13Z,Electronics,11.7 pounds,,,,,
AVpfgTSGLJeJML43-Yy5,239.99,TRUE,new,FALSE,Bestbuy.com,Kanto,2015-09-10T21:44:13Z,Electronics,11.7 pounds,,,,,
AV1YFkWbGV-KLJ3adc1a,294.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,369.99,TRUE,new,TRUE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,282.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,262.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,269.65,In Stock,New,FALSE,AMI Ventures Inc,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,289.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,278.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,379.99,TRUE,new,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AV1YFkWbGV-KLJ3adc1a,284.99,Yes,New,FALSE,Bestbuy.com,CORSAIR,2017-07-18T23:44:00Z,Electronics,3.2 ounces,,,,,
AVpe_X7milAPnD_xSgIr,217.49,Yes,New,FALSE,Bestbuy.com,Niles,2015-11-01T00:44:24Z,Electronics,5.5 pounds,,,,,
AVpe_X7milAPnD_xSgIr,289.98,TRUE,new,FALSE,Bestbuy.com,Niles,2015-11-01T00:44:24Z,Electronics,5.5 pounds,,,,,
AVpe_X7milAPnD_xSgIr,218,In Stock,New,FALSE,The Wires Zone,Niles,2015-11-01T00:44:24Z,Electronics,5.5 pounds,,,,,
AVpe_X7milAPnD_xSgIr,289.98,Yes,New,FALSE,Bestbuy.com,Niles,2015-11-01T00:44:24Z,Electronics,5.5 pounds,,,,,
AVpe_X7milAPnD_xSgIr,217.5,In Stock,New,FALSE,The Wires Zone,Niles,2015-11-01T00:44:24Z,Electronics,5.5 pounds,,,,,
AVpfhSF91cnluZ0-mNRI,599.99,Yes,New,FALSE,Bestbuy.com,Klipsch,2015-11-09T06:22:33Z,Electronics,7 lb,,,,,
AVpfhSF91cnluZ0-mNRI,449,In Stock,New,FALSE,bhphotovideo.com,Klipsch,2015-11-09T06:22:33Z,Electronics,7 lb,,,,,
AVpfhSF91cnluZ0-mNRI,599,In Stock,New,FALSE,bhphotovideo.com,Klipsch,2015-11-09T06:22:33Z,Electronics,7 lb,,,,,
AVpfIOEiLJeJML432_GK,909.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1199.99,Yes,New,FALSE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1091.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1329.99,TRUE,new,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1052.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1399.99,TRUE,new,FALSE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1119.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1249.99,Yes,New,FALSE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,936.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1299.99,Yes,New,FALSE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1147.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,947.99,Yes,New,TRUE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1147.99,yes,New other (see details),FALSE,Best Buy,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
AVpfIOEiLJeJML432_GK,1399.99,Yes,New,FALSE,Bestbuy.com,Dell,2017-01-24T16:19:26Z,Electronics,2.7 pounds,,,,,
